# station name, latitude (deg), longitude (deg), depth (km)
S17.AZM080   -0.34723   -1.96964    0.0
S18.AZM080   -0.26044   -1.47722    0.0
S19.AZM080   -0.17364   -0.98481    0.0
S20.AZM080   -0.08682   -0.49240    0.0
S01.AZM075   -2.57594   -9.66580    0.0
S02.AZM075   -2.44828   -9.18190    0.0
S03.AZM075   -2.32044   -8.69810    0.0
S04.AZM075   -2.19244   -8.21439    0.0
S05.AZM075   -2.06428   -7.73076    0.0
S06.AZM075   -1.93597   -7.24721    0.0
S07.AZM075   -1.80753   -6.76373    0.0
S08.AZM075   -1.67896   -6.28032    0.0
S09.AZM075   -1.55027   -5.79697    0.0
S10.AZM075   -1.42147   -5.31368    0.0
S11.AZM075   -1.29256   -4.83045    0.0
S12.AZM075   -1.16357   -4.34726    0.0
S13.AZM075   -1.03449   -3.86412    0.0
S14.AZM075   -0.90534   -3.38102    0.0
S15.AZM075   -0.77613   -2.89795    0.0
S16.AZM075   -0.64686   -2.41492    0.0
S17.AZM075   -0.51754   -1.93190    0.0
S18.AZM075   -0.38819   -1.44891    0.0
S19.AZM075   -0.25881   -0.96593    0.0
S20.AZM075   -0.12941   -0.48296    0.0
S01.AZM070   -3.40487   -9.40804    0.0
S02.AZM070   -3.23604   -8.93662    0.0
S03.AZM070   -3.06700   -8.46534    0.0
S04.AZM070   -2.89775   -7.99422    0.0
S05.AZM070   -2.72831   -7.52324    0.0
S06.AZM070   -2.55868   -7.05239    0.0
S07.AZM070   -2.38888   -6.58167    0.0
S08.AZM070   -2.21892   -6.11106    0.0
S09.AZM070   -2.04881   -5.64056    0.0
S10.AZM070   -1.87856   -5.17016    0.0
S11.AZM070   -1.70818   -4.69986    0.0
S12.AZM070   -1.53769   -4.22963    0.0
S13.AZM070   -1.36710   -3.75948    0.0
S14.AZM070   -1.19641   -3.28940    0.0
S15.AZM070   -1.02565   -2.81938    0.0
S16.AZM070   -0.85481   -2.34941    0.0
S17.AZM070   -0.68392   -1.87947    0.0
S18.AZM070   -0.51298   -1.40958    0.0
S19.AZM070   -0.34200   -0.93970    0.0
S20.AZM070   -0.17101   -0.46985    0.0
S01.AZM065   -4.20854   -9.07947    0.0
S02.AZM065   -3.99975   -8.62398    0.0
S03.AZM065   -3.79071   -8.16872    0.0
S04.AZM065   -3.58142   -7.71369    0.0
S05.AZM065   -3.37192   -7.25886    0.0
S06.AZM065   -3.16220   -6.80423    0.0
S07.AZM065   -2.95228   -6.34978    0.0
S08.AZM065   -2.74218   -5.89551    0.0
S09.AZM065   -2.53190   -5.44139    0.0
S10.AZM065   -2.32147   -4.98743    0.0
S11.AZM065   -2.11089   -4.53359    0.0
S12.AZM065   -1.90018   -4.07988    0.0
S13.AZM065   -1.68934   -3.62628    0.0
S14.AZM065   -1.47841   -3.17278    0.0
S15.AZM065   -1.26738   -2.71937    0.0
S16.AZM065   -1.05627   -2.26603    0.0
S17.AZM065   -0.84510   -1.81275    0.0
S18.AZM065   -0.63387   -1.35952    0.0
S19.AZM065   -0.42260   -0.90632    0.0
S20.AZM065   -0.21131   -0.45316    0.0
S01.AZM060   -4.98093   -8.68220    0.0
S02.AZM060   -4.73365   -8.24606    0.0
S03.AZM060   -4.48610   -7.81023    0.0
S04.AZM060   -4.23829   -7.37470    0.0
S05.AZM060   -3.99024   -6.93945    0.0
S06.AZM060   -3.74196   -6.50446    0.0
S07.AZM060   -3.49346   -6.06971    0.0
S08.AZM060   -3.24477   -5.63520    0.0
S09.AZM060   -2.99588   -5.20090    0.0
S10.AZM060   -2.74683   -4.76680    0.0
S11.AZM060   -2.49762   -4.33287    0.0
S12.AZM060   -2.24826   -3.89912    0.0
S13.AZM060   -1.99878   -3.46551    0.0
S14.AZM060   -1.74918   -3.03203    0.0
S15.AZM060   -1.49949   -2.59867    0.0
S16.AZM060   -1.24970   -2.16541    0.0
S17.AZM060   -0.99985   -1.73223    0.0
S18.AZM060   -0.74994   -1.29911    0.0
S19.AZM060   -0.49998   -0.86605    0.0
S20.AZM060   -0.25000   -0.43302    0.0
S01.AZM055   -5.71617   -8.21888    0.0
S02.AZM055   -5.43218   -7.80540    0.0
S03.AZM055   -5.14791   -7.39232    0.0
S04.AZM055   -4.86337   -6.97960    0.0
S05.AZM055   -4.57859   -6.56723    0.0
S06.AZM055   -4.29357   -6.15518    0.0
S07.AZM055   -4.00832   -5.74345    0.0
S08.AZM055   -3.72287   -5.33200    0.0
S09.AZM055   -3.43723   -4.92082    0.0
S10.AZM055   -3.15142   -4.50989    0.0
S11.AZM055   -2.86544   -4.09918    0.0
S12.AZM055   -2.57931   -3.68868    0.0
S13.AZM055   -2.29305   -3.27836    0.0
S14.AZM055   -2.00668   -2.86821    0.0
S15.AZM055   -1.72020   -2.45819    0.0
S16.AZM055   -1.43364   -2.04831    0.0
S17.AZM055   -1.14700   -1.63852    0.0
S18.AZM055   -0.86030   -1.22882    0.0
S19.AZM055   -0.57356   -0.81918    0.0
S20.AZM055   -0.28679   -0.40958    0.0
S01.AZM050   -6.40865   -7.69263    0.0
S02.AZM050   -6.09000   -7.30501    0.0
S03.AZM050   -5.77108   -6.91786    0.0
S04.AZM050   -5.45190   -6.53114    0.0
S05.AZM050   -5.13247   -6.14483    0.0
S06.AZM050   -4.81281   -5.75890    0.0
S07.AZM050   -4.49293   -5.37334    0.0
S08.AZM050   -4.17285   -4.98812    0.0
S09.AZM050   -3.85258   -4.60321    0.0
S10.AZM050   -3.53214   -4.21859    0.0
S11.AZM050   -3.21154   -3.83424    0.0
S12.AZM050   -2.89080   -3.45013    0.0
S13.AZM050   -2.56992   -3.06624    0.0
S14.AZM050   -2.24894   -2.68253    0.0
S15.AZM050   -1.92785   -2.29900    0.0
S16.AZM050   -1.60667   -1.91561    0.0
S17.AZM050   -1.28542   -1.53235    0.0
S18.AZM050   -0.96412   -1.14918    0.0
S19.AZM050   -0.64277   -0.76608    0.0
S20.AZM050   -0.32139   -0.38303    0.0
S01.AZM045   -7.05302   -7.10708    0.0
S02.AZM045   -6.70205   -6.74838    0.0
S03.AZM045   -6.35082   -6.39020    0.0
S04.AZM045   -5.99934   -6.03250    0.0
S05.AZM045   -5.64763   -5.67527    0.0
S06.AZM045   -5.29571   -5.31847    0.0
S07.AZM045   -4.94357   -4.96208    0.0
S08.AZM045   -4.59125   -4.60607    0.0
S09.AZM045   -4.23876   -4.25040    0.0
S10.AZM045   -3.88610   -3.89507    0.0
S11.AZM045   -3.53329   -3.54002    0.0
S12.AZM045   -3.18034   -3.18525    0.0
S13.AZM045   -2.82728   -2.83073    0.0
S14.AZM045   -2.47410   -2.47641    0.0
S15.AZM045   -2.12084   -2.12229    0.0
S16.AZM045   -1.76749   -1.76833    0.0
S17.AZM045   -1.41407   -1.41450    0.0
S18.AZM045   -1.06060   -1.06078    0.0
S19.AZM045   -0.70709   -0.70714    0.0
S20.AZM045   -0.35355   -0.35356    0.0
S01.AZM040   -7.64427   -6.46635    0.0
S02.AZM040   -7.26356   -6.13946    0.0
S03.AZM040   -6.88262   -5.81311    0.0
S04.AZM040   -6.50146   -5.48729    0.0
S05.AZM040   -6.12009   -5.16197    0.0
S06.AZM040   -5.73853   -4.83711    0.0
S07.AZM040   -5.35678   -4.51268    0.0
S08.AZM040   -4.97486   -4.18866    0.0
S09.AZM040   -4.59279   -3.86501    0.0
S10.AZM040   -4.21057   -3.54171    0.0
S11.AZM040   -3.82821   -3.21873    0.0
S12.AZM040   -3.44573   -2.89604    0.0
S13.AZM040   -3.06315   -2.57360    0.0
S14.AZM040   -2.68047   -2.25140    0.0
S15.AZM040   -2.29770   -1.92940    0.0
S16.AZM040   -1.91486   -1.60757    0.0
S17.AZM040   -1.53196   -1.28588    0.0
S18.AZM040   -1.14901   -0.96431    0.0
S19.AZM040   -0.76603   -0.64283    0.0
S20.AZM040   -0.38302   -0.32140    0.0
S01.AZM035   -8.17773   -5.77509    0.0
S02.AZM035   -7.77013   -5.48267    0.0
S03.AZM035   -7.36233   -5.19082    0.0
S04.AZM035   -6.95434   -4.89951    0.0
S05.AZM035   -6.54618   -4.60870    0.0
S06.AZM035   -6.13784   -4.31837    0.0
S07.AZM035   -5.72935   -4.02848    0.0
S08.AZM035   -5.32072   -3.73901    0.0
S09.AZM035   -4.91195   -3.44992    0.0
S10.AZM035   -4.50305   -3.16118    0.0
S11.AZM035   -4.09405   -2.87277    0.0
S12.AZM035   -3.68494   -2.58466    0.0
S13.AZM035   -3.27573   -2.29681    0.0
S14.AZM035   -2.86644   -2.00919    0.0
S15.AZM035   -2.45709   -1.72179    0.0
S16.AZM035   -2.04767   -1.43455    0.0
S17.AZM035   -1.63819   -1.14747    0.0
S18.AZM035   -1.22868   -0.86050    0.0
S19.AZM035   -0.81914   -0.57362    0.0
S20.AZM035   -0.40957   -0.28679    0.0
S01.AZM030   -8.64917   -5.03837    0.0
S02.AZM030   -8.21774   -4.78287    0.0
S03.AZM030   -7.78616   -4.52793    0.0
S04.AZM030   -7.35442   -4.27351    0.0
S05.AZM030   -6.92254   -4.01959    0.0
S06.AZM030   -6.49053   -3.76613    0.0
S07.AZM030   -6.05839   -3.51311    0.0
S08.AZM030   -5.62614   -3.26049    0.0
S09.AZM030   -5.19377   -3.00825    0.0
S10.AZM030   -4.76131   -2.75635    0.0
S11.AZM030   -4.32875   -2.50477    0.0
S12.AZM030   -3.89611   -2.25348    0.0
S13.AZM030   -3.46340   -2.00244    0.0
S14.AZM030   -3.03062   -1.75163    0.0
S15.AZM030   -2.59778   -1.50103    0.0
S16.AZM030   -2.16489   -1.25060    0.0
S17.AZM030   -1.73196   -1.00030    0.0
S18.AZM030   -1.29900   -0.75013    0.0
S19.AZM030   -0.86601   -0.50004    0.0
S20.AZM030   -0.43301   -0.25000    0.0
S01.AZM025   -9.05478   -4.26175    0.0
S02.AZM025   -8.60282   -4.04534    0.0
S03.AZM025   -8.15073   -3.82945    0.0
S04.AZM025   -7.69853   -3.61404    0.0
S05.AZM025   -7.24623   -3.39910    0.0
S06.AZM025   -6.79382   -3.18458    0.0
S07.AZM025   -6.34132   -2.97047    0.0
S08.AZM025   -5.88873   -2.75674    0.0
S09.AZM025   -5.43607   -2.54335    0.0
S10.AZM025   -4.98332   -2.33028    0.0
S11.AZM025   -4.53051   -2.11751    0.0
S12.AZM025   -4.07763   -1.90500    0.0
S13.AZM025   -3.62470   -1.69273    0.0
S14.AZM025   -3.17172   -1.48068    0.0
S15.AZM025   -2.71870   -1.26881    0.0
S16.AZM025   -2.26564   -1.05710    0.0
S17.AZM025   -1.81255   -0.84552    0.0
S18.AZM025   -1.35943   -0.63405    0.0
S19.AZM025   -0.90630   -0.42265    0.0
S20.AZM025   -0.45315   -0.21131    0.0
S01.AZM020   -9.39129   -3.45118    0.0
S02.AZM020   -8.92225   -3.27572    0.0
S03.AZM020   -8.45313   -3.10072    0.0
S04.AZM020   -7.98393   -2.92614    0.0
S05.AZM020   -7.51466   -2.75196    0.0
S06.AZM020   -7.04533   -2.57816    0.0
S07.AZM020   -6.57592   -2.40471    0.0
S08.AZM020   -6.10646   -2.23159    0.0
S09.AZM020   -5.63695   -2.05877    0.0
S10.AZM020   -5.16738   -1.88623    0.0
S11.AZM020   -4.69776   -1.71394    0.0
S12.AZM020   -4.22811   -1.54189    0.0
S13.AZM020   -3.75841   -1.37005    0.0
S14.AZM020   -3.28868   -1.19839    0.0
S15.AZM020   -2.81893   -1.02689    0.0
S16.AZM020   -2.34914   -0.85553    0.0
S17.AZM020   -1.87934   -0.68429    0.0
S18.AZM020   -1.40952   -0.51313    0.0
S19.AZM020   -0.93969   -0.34205    0.0
S20.AZM020   -0.46985   -0.17101    0.0
S01.AZM015   -9.65594   -2.61298    0.0
S02.AZM015   -9.17345   -2.48001    0.0
S03.AZM015   -8.69092   -2.34741    0.0
S04.AZM015   -8.20834   -2.21514    0.0
S05.AZM015   -7.72571   -2.08320    0.0
S06.AZM015   -7.24305   -1.95155    0.0
S07.AZM015   -6.76035   -1.82019    0.0
S08.AZM015   -6.27761   -1.68909    0.0
S09.AZM015   -5.79484   -1.55823    0.0
S10.AZM015   -5.31204   -1.42760    0.0
S11.AZM015   -4.82922   -1.29717    0.0
S12.AZM015   -4.34637   -1.16693    0.0
S13.AZM015   -3.86349   -1.03685    0.0
S14.AZM015   -3.38060   -0.90692    0.0
S15.AZM015   -2.89769   -0.77712    0.0
S16.AZM015   -2.41476   -0.64743    0.0
S17.AZM015   -1.93183   -0.51783    0.0
S18.AZM015   -1.44888   -0.38831    0.0
S19.AZM015   -0.96592   -0.25884    0.0
S20.AZM015   -0.48296   -0.12941    0.0
S01.AZM010   -9.84655   -1.75378    0.0
S02.AZM010   -9.35437   -1.66447    0.0
S03.AZM010   -8.86216   -1.57542    0.0
S04.AZM010   -8.36993   -1.48660    0.0
S05.AZM010   -7.87768   -1.39801    0.0
S06.AZM010   -7.38542   -1.30962    0.0
S07.AZM010   -6.89313   -1.22144    0.0
S08.AZM010   -6.40083   -1.13343    0.0
S09.AZM010   -5.90852   -1.04560    0.0
S10.AZM010   -5.41619   -0.95792    0.0
S11.AZM010   -4.92385   -0.87038    0.0
S12.AZM010   -4.43150   -0.78298    0.0
S13.AZM010   -3.93913   -0.69569    0.0
S14.AZM010   -3.44676   -0.60850    0.0
S15.AZM010   -2.95438   -0.52141    0.0
S16.AZM010   -2.46200   -0.43439    0.0
S17.AZM010   -1.96960   -0.34743    0.0
S18.AZM010   -1.47721   -0.26053    0.0
S19.AZM010   -0.98481   -0.17367    0.0
S20.AZM010   -0.49240   -0.08683    0.0
S01.AZM005   -9.96156   -0.88045    0.0
S02.AZM005   -9.46352   -0.83559    0.0
S03.AZM005   -8.96547   -0.79087    0.0
S04.AZM005   -8.46742   -0.74626    0.0
S05.AZM005   -7.96936   -0.70178    0.0
S06.AZM005   -7.47130   -0.65740    0.0
S07.AZM005   -6.97323   -0.61312    0.0
S08.AZM005   -6.47516   -0.56894    0.0
S09.AZM005   -5.97708   -0.52484    0.0
S10.AZM005   -5.47901   -0.48082    0.0
S11.AZM005   -4.98093   -0.43688    0.0
S12.AZM005   -4.48284   -0.39300    0.0
S13.AZM005   -3.98475   -0.34919    0.0
S14.AZM005   -3.48666   -0.30542    0.0
S15.AZM005   -2.98857   -0.26170    0.0
S16.AZM005   -2.49048   -0.21803    0.0
S17.AZM005   -1.99239   -0.17438    0.0
S18.AZM005   -1.49429   -0.13076    0.0
S19.AZM005   -0.99619   -0.08716    0.0
S20.AZM005   -0.49810   -0.04358    0.0
S01.AZP000  -10.00000    0.00000    0.0
S02.AZP000   -9.50000    0.00000    0.0
S03.AZP000   -9.00000    0.00000    0.0
S04.AZP000   -8.50000    0.00000    0.0
S05.AZP000   -8.00000    0.00000    0.0
S06.AZP000   -7.50000    0.00000    0.0
S07.AZP000   -7.00000    0.00000    0.0
S08.AZP000   -6.50000    0.00000    0.0
S09.AZP000   -6.00000    0.00000    0.0
S10.AZP000   -5.50000    0.00000    0.0
S11.AZP000   -5.00000    0.00000    0.0
S12.AZP000   -4.50000    0.00000    0.0
S13.AZP000   -4.00000    0.00000    0.0
S14.AZP000   -3.50000    0.00000    0.0
S15.AZP000   -3.00000    0.00000    0.0
S16.AZP000   -2.50000    0.00000    0.0
S17.AZP000   -2.00000    0.00000    0.0
S18.AZP000   -1.50000    0.00000    0.0
S19.AZP000   -1.00000    0.00000    0.0
S20.AZP000   -0.50000    0.00000    0.0
S01.AZP005   -9.96156    0.88045    0.0
S02.AZP005   -9.46352    0.83559    0.0
S03.AZP005   -8.96547    0.79087    0.0
S04.AZP005   -8.46742    0.74626    0.0
S05.AZP005   -7.96936    0.70178    0.0
S06.AZP005   -7.47130    0.65740    0.0
S07.AZP005   -6.97323    0.61312    0.0
S08.AZP005   -6.47516    0.56894    0.0
S09.AZP005   -5.97708    0.52484    0.0
S10.AZP005   -5.47901    0.48082    0.0
S11.AZP005   -4.98093    0.43688    0.0
S12.AZP005   -4.48284    0.39300    0.0
S13.AZP005   -3.98475    0.34919    0.0
S14.AZP005   -3.48666    0.30542    0.0
S15.AZP005   -2.98857    0.26170    0.0
S16.AZP005   -2.49048    0.21803    0.0
S17.AZP005   -1.99239    0.17438    0.0
S18.AZP005   -1.49429    0.13076    0.0
S19.AZP005   -0.99619    0.08716    0.0
S20.AZP005   -0.49810    0.04358    0.0
S01.AZP010   -9.84655    1.75378    0.0
S02.AZP010   -9.35437    1.66447    0.0
S03.AZP010   -8.86216    1.57542    0.0
S04.AZP010   -8.36993    1.48660    0.0
S05.AZP010   -7.87768    1.39801    0.0
S06.AZP010   -7.38542    1.30962    0.0
S07.AZP010   -6.89313    1.22144    0.0
S08.AZP010   -6.40083    1.13343    0.0
S09.AZP010   -5.90852    1.04560    0.0
S10.AZP010   -5.41619    0.95792    0.0
S11.AZP010   -4.92385    0.87038    0.0
S12.AZP010   -4.43150    0.78298    0.0
S13.AZP010   -3.93913    0.69569    0.0
S14.AZP010   -3.44676    0.60850    0.0
S15.AZP010   -2.95438    0.52141    0.0
S16.AZP010   -2.46200    0.43439    0.0
S17.AZP010   -1.96960    0.34743    0.0
S18.AZP010   -1.47721    0.26053    0.0
S19.AZP010   -0.98481    0.17367    0.0
S20.AZP010   -0.49240    0.08683    0.0
S01.AZP015   -9.65594    2.61298    0.0
S02.AZP015   -9.17345    2.48001    0.0
S03.AZP015   -8.69092    2.34741    0.0
S04.AZP015   -8.20834    2.21514    0.0
S05.AZP015   -7.72571    2.08320    0.0
S06.AZP015   -7.24305    1.95155    0.0
S07.AZP015   -6.76035    1.82019    0.0
S08.AZP015   -6.27761    1.68909    0.0
S09.AZP015   -5.79484    1.55823    0.0
S10.AZP015   -5.31204    1.42760    0.0
S11.AZP015   -4.82922    1.29717    0.0
S12.AZP015   -4.34637    1.16693    0.0
S13.AZP015   -3.86349    1.03685    0.0
S14.AZP015   -3.38060    0.90692    0.0
S15.AZP015   -2.89769    0.77712    0.0
S16.AZP015   -2.41476    0.64743    0.0
S17.AZP015   -1.93183    0.51783    0.0
S18.AZP015   -1.44888    0.38831    0.0
S19.AZP015   -0.96592    0.25884    0.0
S20.AZP015   -0.48296    0.12941    0.0
S01.AZP020   -9.39129    3.45118    0.0
S02.AZP020   -8.92225    3.27572    0.0
S03.AZP020   -8.45313    3.10072    0.0
S04.AZP020   -7.98393    2.92614    0.0
S05.AZP020   -7.51466    2.75196    0.0
S06.AZP020   -7.04533    2.57816    0.0
S07.AZP020   -6.57592    2.40471    0.0
S08.AZP020   -6.10646    2.23159    0.0
S09.AZP020   -5.63695    2.05877    0.0
S10.AZP020   -5.16738    1.88623    0.0
S11.AZP020   -4.69776    1.71394    0.0
S12.AZP020   -4.22811    1.54189    0.0
S13.AZP020   -3.75841    1.37005    0.0
S14.AZP020   -3.28868    1.19839    0.0
S15.AZP020   -2.81893    1.02689    0.0
S16.AZP020   -2.34914    0.85553    0.0
S17.AZP020   -1.87934    0.68429    0.0
S18.AZP020   -1.40952    0.51313    0.0
S19.AZP020   -0.93969    0.34205    0.0
S20.AZP020   -0.46985    0.17101    0.0
S01.AZP025   -9.05478    4.26175    0.0
S02.AZP025   -8.60282    4.04534    0.0
S03.AZP025   -8.15073    3.82945    0.0
S04.AZP025   -7.69853    3.61404    0.0
S05.AZP025   -7.24623    3.39910    0.0
S06.AZP025   -6.79382    3.18458    0.0
S07.AZP025   -6.34132    2.97047    0.0
S08.AZP025   -5.88873    2.75674    0.0
S09.AZP025   -5.43607    2.54335    0.0
S10.AZP025   -4.98332    2.33028    0.0
S11.AZP025   -4.53051    2.11751    0.0
S12.AZP025   -4.07763    1.90500    0.0
S13.AZP025   -3.62470    1.69273    0.0
S14.AZP025   -3.17172    1.48068    0.0
S15.AZP025   -2.71870    1.26881    0.0
S16.AZP025   -2.26564    1.05710    0.0
S17.AZP025   -1.81255    0.84552    0.0
S18.AZP025   -1.35943    0.63405    0.0
S19.AZP025   -0.90630    0.42265    0.0
S20.AZP025   -0.45315    0.21131    0.0
S01.AZP030   -8.64917    5.03837    0.0
S02.AZP030   -8.21774    4.78287    0.0
S03.AZP030   -7.78616    4.52793    0.0
S04.AZP030   -7.35442    4.27351    0.0
S05.AZP030   -6.92254    4.01959    0.0
S06.AZP030   -6.49053    3.76613    0.0
S07.AZP030   -6.05839    3.51311    0.0
S08.AZP030   -5.62614    3.26049    0.0
S09.AZP030   -5.19377    3.00825    0.0
S10.AZP030   -4.76131    2.75635    0.0
S11.AZP030   -4.32875    2.50477    0.0
S12.AZP030   -3.89611    2.25348    0.0
S13.AZP030   -3.46340    2.00244    0.0
S14.AZP030   -3.03062    1.75163    0.0
S15.AZP030   -2.59778    1.50103    0.0
S16.AZP030   -2.16489    1.25060    0.0
S17.AZP030   -1.73196    1.00030    0.0
S18.AZP030   -1.29900    0.75013    0.0
S19.AZP030   -0.86601    0.50004    0.0
S20.AZP030   -0.43301    0.25000    0.0
S01.AZP035   -8.17773    5.77509    0.0
S02.AZP035   -7.77013    5.48267    0.0
S03.AZP035   -7.36233    5.19082    0.0
S04.AZP035   -6.95434    4.89951    0.0
S05.AZP035   -6.54618    4.60870    0.0
S06.AZP035   -6.13784    4.31837    0.0
S07.AZP035   -5.72935    4.02848    0.0
S08.AZP035   -5.32072    3.73901    0.0
S09.AZP035   -4.91195    3.44992    0.0
S10.AZP035   -4.50305    3.16118    0.0
S11.AZP035   -4.09405    2.87277    0.0
S12.AZP035   -3.68494    2.58466    0.0
S13.AZP035   -3.27573    2.29681    0.0
S14.AZP035   -2.86644    2.00919    0.0
S15.AZP035   -2.45709    1.72179    0.0
S16.AZP035   -2.04767    1.43455    0.0
S17.AZP035   -1.63819    1.14747    0.0
S18.AZP035   -1.22868    0.86050    0.0
S19.AZP035   -0.81914    0.57362    0.0
S20.AZP035   -0.40957    0.28679    0.0
S01.AZP040   -7.64427    6.46635    0.0
S02.AZP040   -7.26356    6.13946    0.0
S03.AZP040   -6.88262    5.81311    0.0
S04.AZP040   -6.50146    5.48729    0.0
S05.AZP040   -6.12009    5.16197    0.0
S06.AZP040   -5.73853    4.83711    0.0
S07.AZP040   -5.35678    4.51268    0.0
S08.AZP040   -4.97486    4.18866    0.0
S09.AZP040   -4.59279    3.86501    0.0
S10.AZP040   -4.21057    3.54171    0.0
S11.AZP040   -3.82821    3.21873    0.0
S12.AZP040   -3.44573    2.89604    0.0
S13.AZP040   -3.06315    2.57360    0.0
S14.AZP040   -2.68047    2.25140    0.0
S15.AZP040   -2.29770    1.92940    0.0
S16.AZP040   -1.91486    1.60757    0.0
S17.AZP040   -1.53196    1.28588    0.0
S18.AZP040   -1.14901    0.96431    0.0
S19.AZP040   -0.76603    0.64283    0.0
S20.AZP040   -0.38302    0.32140    0.0
S01.AZP045   -7.05302    7.10708    0.0
S02.AZP045   -6.70205    6.74838    0.0
S03.AZP045   -6.35082    6.39020    0.0
S04.AZP045   -5.99934    6.03250    0.0
S05.AZP045   -5.64763    5.67527    0.0
S06.AZP045   -5.29571    5.31847    0.0
S07.AZP045   -4.94357    4.96208    0.0
S08.AZP045   -4.59125    4.60607    0.0
S09.AZP045   -4.23876    4.25040    0.0
S10.AZP045   -3.88610    3.89507    0.0
S11.AZP045   -3.53329    3.54002    0.0
S12.AZP045   -3.18034    3.18525    0.0
S13.AZP045   -2.82728    2.83073    0.0
S14.AZP045   -2.47410    2.47641    0.0
S15.AZP045   -2.12084    2.12229    0.0
S16.AZP045   -1.76749    1.76833    0.0
S17.AZP045   -1.41407    1.41450    0.0
S18.AZP045   -1.06060    1.06078    0.0
S19.AZP045   -0.70709    0.70714    0.0
S20.AZP045   -0.35355    0.35356    0.0
S01.AZP050   -6.40865    7.69263    0.0
S02.AZP050   -6.09000    7.30501    0.0
S03.AZP050   -5.77108    6.91786    0.0
S04.AZP050   -5.45190    6.53114    0.0
S05.AZP050   -5.13247    6.14483    0.0
S06.AZP050   -4.81281    5.75890    0.0
S07.AZP050   -4.49293    5.37334    0.0
S08.AZP050   -4.17285    4.98812    0.0
S09.AZP050   -3.85258    4.60321    0.0
S10.AZP050   -3.53214    4.21859    0.0
S11.AZP050   -3.21154    3.83424    0.0
S12.AZP050   -2.89080    3.45013    0.0
S13.AZP050   -2.56992    3.06624    0.0
S14.AZP050   -2.24894    2.68253    0.0
S15.AZP050   -1.92785    2.29900    0.0
S16.AZP050   -1.60667    1.91561    0.0
S17.AZP050   -1.28542    1.53235    0.0
S18.AZP050   -0.96412    1.14918    0.0
S19.AZP050   -0.64277    0.76608    0.0
S20.AZP050   -0.32139    0.38303    0.0
S01.AZP055   -5.71617    8.21888    0.0
S02.AZP055   -5.43218    7.80540    0.0
S03.AZP055   -5.14791    7.39232    0.0
S04.AZP055   -4.86337    6.97960    0.0
S05.AZP055   -4.57859    6.56723    0.0
S06.AZP055   -4.29357    6.15518    0.0
S07.AZP055   -4.00832    5.74345    0.0
S08.AZP055   -3.72287    5.33200    0.0
S09.AZP055   -3.43723    4.92082    0.0
S10.AZP055   -3.15142    4.50989    0.0
S11.AZP055   -2.86544    4.09918    0.0
